instance_id,num_customers,num_charging_stations,total_distance,total_energy,total_time,num_vehicles,charging_stops,computation_time
c20_12,20,10,575.0187203381648,154.50177899598626,27.318930631708415,2,2,0.00044798851013183594
c20_13,20,10,606.0086349529255,161.01348388499522,26.5130726708443,3,1,0.0010190010070800781
c20_6,20,10,532.4897352050826,140.77494806279373,23.345043953657854,3,1,0.0007719993591308594
c20_1,20,10,682.6953645784603,178.66709612129898,29.353269128592956,3,1,0.0006039142608642578
c20_15,20,10,579.9932956672502,152.5908047605357,25.47245909941728,3,1,0.00047206878662109375
c20_19,20,10,553.4800259514884,148.18366740571832,24.184655583514086,2,1,0.0005168914794921875
c20_14,20,10,585.2927917294328,157.44718198623332,27.72989348735913,2,2,0.0005209445953369141
c20_18,20,10,510.5024471721331,138.3904115191748,24.73827970506714,2,2,0.0006170272827148438
c50_17,50,10,1226.077629471654,324.0474003484914,53.36128699704798,6,2,0.0016360282897949219
c50_7,50,10,1147.7060842589021,300.03010970923094,47.72642518853792,6,1,0.0014829635620117188
c50_10,50,10,1069.1673737689077,281.19723811958727,42.76669495075631,6,0,0.0016090869903564453
c50_11,50,10,1118.9587451714683,294.02305672084947,47.03107707958601,6,1,0.0023050308227539062
c50_3,50,10,1130.2168386147043,296.41182125385535,47.026855362769986,6,1,0.0019259452819824219
c50_2,50,10,1146.4282805320356,302.8092367311831,47.90258576673597,6,1,0.0015709400177001953
c50_1,50,10,1096.4493449565853,288.81329742332423,45.903428343717955,6,1,0.0017240047454833984
c50_6,50,10,1146.348144662654,301.7057730695273,47.67210760468798,6,1,0.002020120620727539
c50_20,50,10,1152.3926029181034,304.4699255553503,48.14115866217868,6,1,0.001508951187133789
c50_14,50,10,1175.5406544343734,308.6970789828359,48.83980799555675,6,1,0.0015287399291992188
c50_15,50,10,1235.391682296628,323.56981106591104,51.23384911004695,6,1,0.0016231536865234375
c50_18,50,10,1244.208715833997,326.4756485480212,53.63198499699625,6,2,0.002140045166015625
c50_16,50,10,1236.0832274960082,323.29829798687626,53.30696546347669,6,2,0.0017397403717041016
c50_12,50,10,1209.918873872205,318.1548242878125,52.26039131852457,6,2,0.0038208961486816406
c50_19,50,10,1149.4967819877952,303.0225405479274,50.29805309769364,6,2,0.0018150806427001953
c40_6,40,10,943.3555393227093,253.83774025513253,42.052403391090195,4,2,0.0011692047119140625
c40_20,40,10,990.7484149409901,262.71418488026825,41.675391143094146,5,1,0.0011646747589111328
c40_11,40,10,1036.0860698082788,277.08138677065733,45.76162461051297,5,2,0.0011801719665527344
c40_16,40,10,1049.7216235597173,279.05791580631814,44.03431948784323,5,1,0.0011811256408691406
c40_7,40,10,944.6369751066397,252.91952539385872,40.05820627699286,5,1,0.0022382736206054688
c40_17,40,10,962.2155207356741,256.31964299476635,42.57952992033606,5,2,0.0010752677917480469
c40_1,40,10,1018.5166649077995,269.82445144583784,44.83157568722106,5,2,0.0011420249938964844
c40_10,40,10,950.0437027990766,251.75755071412237,40.047202657417614,5,1,0.001234292984008789
c40_18,40,10,946.3852052813388,255.1561019564002,39.900862756708094,4,1,0.0011749267578125
c50_9,50,10,1030.1655648342376,271.5556148749354,41.2066225933695,6,0,0.0015912055969238281
c50_8,50,10,1372.5801235291208,358.8484263356218,61.03956857752847,6,3,0.0016639232635498047
c50_4,50,10,1331.1349328478382,346.6337441077555,57.1090336775499,6,2,0.0017671585083007812
c50_13,50,10,1193.624913264693,314.60181680214555,51.83590562149682,6,2,0.0016810894012451172
c40_14,40,10,1012.0667345031466,267.40300952948195,42.52812392558041,5,1,0.0011990070343017578
c50_5,50,10,1187.0621217293024,308.98440395778414,49.30066668735391,6,1,0.0017278194427490234
c40_2,40,10,1045.5909222753635,276.9300992290455,43.869091436469084,5,1,0.001180887222290039
c40_3,40,10,960.215831069004,256.5246616126508,42.49954233366925,4,2,0.0011451244354248047
c40_15,40,10,997.7055013146272,266.40610498320075,44.22640187076691,5,2,0.0010268688201904297
c30_2,30,10,776.1927397837487,199.83968319372872,32.86589140953177,4,1,0.00238800048828125
c30_20,30,10,813.3986243686386,208.62812215118075,34.35412679292736,4,1,0.0006988048553466797
c30_3,30,10,842.7291495202778,217.0455754388428,38.027347798992935,4,2,0.0006709098815917969
c40_19,40,10,1106.413421955136,294.4663281731188,48.57471869638725,5,2,0.0014910697937011719
c40_12,40,10,1021.4574736433628,272.04416213572904,42.90375349118906,5,1,0.0012679100036621094
c40_9,40,10,1031.1979121365925,274.59746799150037,43.29337103091826,5,1,0.0011739730834960938
c40_8,40,10,916.8142997749405,243.168546704509,38.71802653645217,5,1,0.0010669231414794922
c30_17,30,10,790.0788941033275,202.14904152252592,33.42133758231491,4,1,0.0007700920104980469
c40_4,40,10,940.6118532936138,250.66717240797047,39.66992867719909,5,1,0.00109100341796875
c30_16,30,10,901.95364023628,232.44455578962217,42.21450924581483,4,3,0.0007648468017578125
c40_13,40,10,902.65469190911,242.6900614425732,42.469824040000766,4,3,0.0011148452758789062
c40_5,40,10,1055.997386824867,280.43884888602685,44.285350018449215,5,1,0.0013020038604736328
c30_8,30,10,781.5343520575033,201.75272060099644,33.30682862775468,4,1,0.0008063316345214844
c30_4,30,10,850.8589604590125,217.5948260027471,36.079812963815044,4,1,0.0007660388946533203
c30_11,30,10,704.8233839881968,183.42735161099998,28.192935359527873,4,0,0.0007431507110595703
c30_6,30,10,883.3077244243536,225.90101112050206,39.195945340610514,4,2,0.0007002353668212891
c30_10,30,10,785.7955025431816,201.03249927882422,31.43182010172726,4,0,0.0007119178771972656
c30_13,30,10,817.9299988460954,209.1367784110013,34.76265449929836,4,1,0.0008702278137207031
c30_5,30,10,751.7388320123484,194.00419716765666,30.06955328049394,4,0,0.0007891654968261719
c30_12,30,10,820.0160549172297,208.30039802574004,34.391551287598276,4,1,0.0006577968597412109
c30_15,30,10,796.8196819748134,204.51829264427334,31.87278727899254,4,0,0.0004947185516357422
c30_9,30,10,821.3813880303019,212.84051106420202,36.94616461212116,4,2,0.0007750988006591797
c30_7,30,10,859.3137479396139,219.1573242849284,36.4180044630391,4,1,0.0007951259613037109
c30_18,30,10,750.2969845486463,190.07989964165546,30.01187938194585,4,0,0.0010340213775634766
c30_19,30,10,767.7070627144963,197.88734571037773,32.753737054034396,4,1,0.0009491443634033203
c30_14,30,10,879.1021490070875,223.29885207004259,36.754995051192594,4,1,0.0007169246673583984
c30_1,30,10,789.9178541503511,200.85902937743703,31.596714166014046,4,0,0.0008978843688964844
